"Simulation 1 x [R = 50m, d = 45m, Regolith = 2m]","Simulation 1 gcorr [R = 50m, d = 45m, Regolith = 2m]","Simulation 1 noise [R = 50m, d = 45m, Regolith = 2m]","Simulation 2 x [R = 100m, d = 45m, Regolith = 2m]","Simulation 2 gcorr [R = 100m, d = 45m, Regolith = 2m]","Simulation 2 noise [R = 100m, d = 45m, Regolith = 2m]","Simulation 3 x [R = 150m, d = 45m, Regolith = 2m]","Simulation 3 gcorr [R = 150m, d = 45m, Regolith = 2m]","Simulation 3 noise [R = 150m, d = 45m, Regolith = 2m]","Simulation 4 x [R = 200m, d = 45m, Regolith = 2m]","Simulation 4 gcorr [R = 200m, d = 45m, Regolith = 2m]","Simulation 4 noise [R = 200m, d = 45m, Regolith = 2m]","Simulation 5 x [R = 250m, d = 45m, Regolith = 2m]","Simulation 5 gcorr [R = 250m, d = 45m, Regolith = 2m]","Simulation 5 noise [R = 250m, d = 45m, Regolith = 2m]"
-1288.75,32.13499168918355,-0.02426375321397127,-1288.75,32.0968916030891,-0.03380379803565965,-1288.75,32.05867427458276,-0.020456347894174873,-1288.75,32.02024820196294,0.06315778458388648,-1288.75,31.981518091527775,0.043245746742266805
-1283.75,32.144793635683776,0.03161849752490261,-1283.75,32.106720700094165,0.027511174258880996,-1283.75,32.068529972688445,0.01991649139221166,-1283.75,32.0301292025839,0.016560514069820727,-1283.75,31.99142228541793,-0.06840160984739461
-1278.75,32.152748475207304,-0.03812517878758164,-1278.75,32.114701827862376,0.03703580001513024,-1278.75,32.07653682801299,-0.0196151455732421,-1278.75,32.03816046372844,0.057113554651497304,-1278.75,31.99947580670497,-0.029882659644293548
-1273.75,32.1589474115933,0.03894499038036638,-1273.75,32.1209262275679,-0.027612519420229267,-1273.75,32.08278611901223,-0.019712359488512257,-1273.75,32.044433300926855,0.047133894166407286,-1273.75,32.005770007596034,0.0031581013825763976
-1268.75,32.1634776789347,-0.015708474826750553,-1268.75,32.12548116740304,0.07815583823750182,-1268.75,32.087365147902766,0.05357344851174796,-1268.75,32.04903505018078,0.07012475572918539,-1268.75,32.01039225743688,-0.02323715502980163
-1263.75,32.166422704820526,0.01822072001017002,-1263.75,32.12845010608145,0.07687015340184111,-1263.75,32.090357404426804,-0.0010366962320826152,-1263.75,32.05204923199137,0.012996760113676405,-1263.75,32.0134261070046,0.10187015467116334
-1258.75,32.167862266459935,0.030336371858053653,-1258.75,32.12991284920022,0.038503999427360484,-1258.75,32.091842722453926,-0.08468335678546479,-1258.75,32.05355570820165,-0.12089405692859422,-1258.75,32.014951445592075,0.013647363446901067
-1253.75,32.167872640252824,-0.03993254104261645,-1253.75,32.12994569902895,-0.019045722990574387,-1253.75,32.091897429989245,0.018258274612325296,-1253.75,32.053630832225025,-0.025166528298138115,-1253.75,32.015044651458176,0.03381687596972251
-1248.75,32.16652674528229,0.09898062788955031,-1248.75,32.12862159820219,0.05171596334067126,-1248.75,32.09059449306688,-0.02551384595067002,-1248.75,32.052347593140446,-0.07669987699351763,-1248.75,32.0137787361255,0.008454113960951748
-1243.75,32.163894281126545,0.051415581947761024,-1243.75,32.12601026771458,-0.030233602156555708,-1243.75,32.08800365392878,-0.02000722507546306,-1243.75,32.04977575405631,-0.027034835414718877,-1243.75,32.01122348293,-0.031036635569997268
-1238.75,32.16004186032574,0.011524433442233915,-1238.75,32.12217833955569,0.030308114243573322,-1238.75,32.08419156382849,-0.010430487309418188,-1238.75,32.04598198508336,0.011675351502907744,-1238.75,32.00744558016408,0.05302933366804152
-1233.75,32.1550331357919,-0.02745555619420212,-1233.75,32.117189484273965,0.006676514233798317,-1233.75,32.079221910749645,0.05706213243285005,-1233.75,32.04102999120852,-0.00023831250136044583,-1233.75,32.00250874910612,0.005989008702588119
-1228.75,32.14892892340677,-0.01952739341022789,-1228.75,32.11110453371587,-0.04811885470678948,-1228.75,32.073155542286884,-0.032719203862752504,-1228.75,32.034980635318064,-0.04720216369013319,-1228.75,31.996473867186378,-0.028491573578827464
-1223.75,32.14178732002316,-0.007573536221580641,-1223.75,32.10398159915686,-0.09397120258418275,-1223.75,32.06605058390685,-0.04238448663124861,-1223.75,32.02789205658915,0.0035100881800602755,-1223.75,31.989399086509398,0.18131046647056062
-1218.75,32.13366381705713,-0.019755537146043386,-1218.75,32.09587618501237,-0.011086428961115356,-1218.75,32.05796255277845,0.006488566005550055,-1218.75,32.019819784439456,0.004354825761271745,-1218.75,31.981339947923242,-0.04429343405974512
-1213.75,32.124611409839225,-0.036387403065488585,-1213.75,32.08684129829807,0.021113196092621064,-1213.75,32.04894446734227,0.10048894768709804,-1213.75,32.01081684820625,-0.07073636127746005,-1213.75,31.972349490808423,-0.06628429068799532
-1208.75,32.1146807028762,0.08731263285634733,-1208.75,32.07692755399162,-0.012718874698809265,-1208.75,32.03904695277289,-0.013980846217549157,-1208.75,32.0009338827092,0.04458806161629522,-1208.75,31.962478358741006,0.045523852519279
-1203.75,32.10392001116209,-0.0501217464023903,-1203.75,32.066183276435396,0.03472911538796547,-1203.75,32.02831834247319,-0.021494662176500336,-1203.75,31.990219229836537,-0.13390900829712568,-1203.75,31.9517749011707,-0.06732802947999553
-1198.75,32.092375457666726,0.046186556873548286,-1198.75,32.05465459690916,0.08845995657180739,-1198.75,32.0168047757315,0.006473253389431237,-1198.75,31.978719036286584,0.0005357065079676005,-1198.75,31.940285271246406,-0.0661089728400761
-1193.75,32.080091067122865,0.04879395331174481,-1193.75,32.04238554749426,-0.047428853572737385,-1193.75,32.004550291662746,-0.06883096924948681,-1193.75,31.966477347585947,0.020994337590367743,-1193.75,31.928053519911433,-0.11724338927543476
-1188.75,32.06710885622601,0.043187184963458664,-1188.75,32.029418151344004,-0.04483580942246265,-1188.75,31.991596919549828,-0.08026314532633509,-1188.75,31.953536198501485,0.013401996862560179,-1188.75,31.915121686385543,0.035226192355555484
-1183.75,32.053468920356856,0.022362844629201763,-1183.75,32.01579250947096,-0.023958699603802577,-1183.75,31.97798476569536,-0.034149508679365434,-1183.75,31.93993569995677,0.10842688640348355,-1183.75,31.90152988514553,0.0835934108316234
